station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
QEW,2020-10-20 18:10,128.1500,36.4000,44.60,41.00,87.09,20.00,3.00,0.00,30.23,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,43.09,KQEW 201810Z AUTO 02003KT 9999 BKN210 07/05 A3023 RMK A02 TSNO
QEP,2020-10-20 18:10,127.2667,37.4000,46.40,44.60,93.40,90.00,1.00,0.00,30.23,M,2.98,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEP 201810Z AUTO 09001KT 4800 BKN220 08/07 A3023 RMK A02 TSNO
QFT,2020-10-20 18:10,127.3500,37.6000,46.40,42.80,87.19,90.00,1.00,0.00,30.21,M,M,M,BKN,M,M,M,24000.00,M,M,M,,M,M,M,M,M,M,M,KQFT 201810Z AUTO 09001KT / // BKN240 08/06 A3021 RMK A02 TSNO
QFU,2020-10-20 18:10,126.9667,37.8000,44.60,41.00,87.09,40.00,2.00,0.00,30.24,M,2.98,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQFU 201810Z AUTO 04002KT 4800 BKN230 07/05 A3024 RMK A02 TSNO
QEX,2020-10-20 18:10,128.3000,36.1000,50.00,44.60,81.61,20.00,3.00,0.00,30.16,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEX 201810Z AUTO 02003KT 9999 BKN230 10/07 A3016 RMK A02 TSNO
QFW,2020-10-20 18:10,127.8833,37.6667,44.60,44.60,100.00,20.00,1.00,0.00,30.25,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201810Z AUTO 02001KT 9999 BKN230 07/07 A3025 RMK A02 TSNO
QFV,2020-10-20 18:10,127.5000,38.0500,39.20,37.40,93.19,120.00,1.00,0.00,30.26,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQFV 201810Z AUTO 12001KT 9999 BKN220 04/03 A3026 RMK A02 TSNO
QFB,2020-10-20 18:20,128.7167,35.6500,44.60,42.80,93.35,330.00,3.00,0.00,30.28,M,6.21,M,OVC,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,43.09,KQFB 201820Z AUTO 33003KT 9999 OVC230 07/06 A3028 RMK A02 TSNO
QEN,2020-10-20 18:20,128.7500,37.6667,41.00,44.60,M,260.00,6.00,0.00,M,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEN 201820Z AUTO 26006KT 6000 BKN220 05/07 / RMK A02 TSNO
QES,2020-10-20 18:20,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,BKN,M,M,M,22000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201820Z AUTO 4000 BR BKN220 18/10 / RMK A02 TSNO
QEJ,2020-10-20 18:20,127.9500,38.2000,41.00,39.20,93.24,170.00,1.00,0.00,30.22,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201820Z AUTO 17001KT 6000 BKN220 05/04 A3022 RMK A02 TSNO
QEI,2020-10-20 18:20,128.0667,37.9500,42.80,41.00,93.30,290.00,1.00,0.00,30.23,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEI 201820Z AUTO 29001KT 9999 BKN220 06/05 A3023 RMK A02 TSNO
QEQ,2020-10-20 18:20,127.5500,37.8500,44.60,44.60,100.00,60.00,4.00,0.00,30.22,M,2.98,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,42.13,KQEQ 201820Z AUTO 06004KT 4800 BKN230 07/07 A3022 RMK A02 TSNO
QEW,2020-10-20 18:20,128.1500,36.4000,44.60,41.00,87.09,150.00,2.00,0.00,30.24,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201820Z AUTO 15002KT 9999 BKN210 07/05 A3024 RMK A02 TSNO
QEP,2020-10-20 18:20,127.2667,37.4000,46.40,44.60,93.40,100.00,1.00,0.00,30.23,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEP 201820Z AUTO 10001KT 6000 BKN220 08/07 A3023 RMK A02 TSNO
QFT,2020-10-20 18:20,127.3500,37.6000,46.40,44.60,93.40,40.00,3.00,0.00,30.21,M,M,M,BKN,M,M,M,23000.00,M,M,M,,M,M,M,M,M,M,45.15,KQFT 201820Z AUTO 04003KT / // BKN230 08/07 A3021 RMK A02 TSNO
QFU,2020-10-20 18:20,126.9667,37.8000,44.60,41.00,87.09,340.00,3.00,0.00,30.23,M,2.98,M,BKN,M,M,M,23000.00,M,M,M,BR,M,M,M,M,M,M,43.09,KQFU 201820Z AUTO 34003KT 4800 BR BKN230 07/05 A3023 RMK A02 TSNO
QEX,2020-10-20 18:20,128.3000,36.1000,48.20,44.60,87.28,360.00,2.00,0.00,30.15,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEX 201820Z AUTO 36002KT 9999 BKN230 09/07 A3015 RMK A02 TSNO
QFW,2020-10-20 18:20,127.8833,37.6667,42.80,44.60,M,160.00,1.00,0.00,30.24,M,6.21,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201820Z AUTO 16001KT 9999 BKN200 06/07 A3024 RMK A02 TSNO
QFV,2020-10-20 18:20,127.5000,38.0500,39.20,37.40,93.19,60.00,1.00,0.00,30.25,M,6.21,M,SCT,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQFV 201820Z AUTO 06001KT 9999 SCT220 04/03 A3025 RMK A02 TSNO
RKTI,2020-10-20 18:20,127.8853,37.0300,42.80,42.80,100.00,130.00,1.00,0.00,30.22,M,0.99,M,SCT,BKN,M,M,500.00,20000.00,M,M,BR,M,M,M,M,M,M,M,RKTI 201820Z 13001KT 1600 BR SCT005 BKN200 06/06 A3022 RMK CIG200
QFB,2020-10-20 18:30,128.7167,35.6500,44.60,42.80,93.35,300.00,3.00,0.00,30.28,M,5.59,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,43.09,KQFB 201830Z AUTO 30003KT 9000 BKN220 07/06 A3028 RMK A02 TSNO
QEN,2020-10-20 18:30,128.7500,37.6667,41.00,44.60,M,260.00,5.00,0.00,M,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEN 201830Z AUTO 26005KT 6000 BKN220 05/07 / RMK A02 TSNO
QES,2020-10-20 18:30,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,BKN,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201830Z AUTO 4000 BR BKN210 18/10 / RMK A02 TSNO
QEJ,2020-10-20 18:30,127.9500,38.2000,41.00,39.20,93.24,170.00,1.00,0.00,30.22,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201830Z AUTO 17001KT 6000 BKN220 05/04 A3022 RMK A02 TSNO
QEI,2020-10-20 18:30,128.0667,37.9500,42.80,41.00,93.30,110.00,2.00,0.00,30.23,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEI 201830Z AUTO 11002KT 9999 BKN220 06/05 A3023 RMK A02 TSNO
QEQ,2020-10-20 18:30,127.5500,37.8500,44.60,44.60,100.00,40.00,1.00,0.00,30.22,M,2.98,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201830Z AUTO 04001KT 4800 BKN230 07/07 A3022 RMK A02 TSNO
QEW,2020-10-20 18:30,128.1500,36.4000,42.80,41.00,93.30,90.00,1.00,0.00,30.23,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201830Z AUTO 09001KT 9999 BKN210 06/05 A3023 RMK A02 TSNO
QEP,2020-10-20 18:30,127.2667,37.4000,46.40,44.60,93.40,120.00,1.00,0.00,30.23,M,2.98,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEP 201830Z AUTO 12001KT 4800 BKN220 08/07 A3023 RMK A02 TSNO
QFT,2020-10-20 18:30,127.3500,37.6000,46.40,42.80,87.19,10.00,1.00,0.00,30.21,M,M,M,BKN,M,M,M,22000.00,M,M,M,,M,M,M,M,M,M,M,KQFT 201830Z AUTO 01001KT / // BKN220 08/06 A3021 RMK A02 TSNO
QFU,2020-10-20 18:30,126.9667,37.8000,46.40,41.00,81.34,360.00,1.00,0.00,30.23,M,2.98,M,BKN,M,M,M,22000.00,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201830Z AUTO 36001KT 4800 HZ BKN220 08/05 A3023 RMK A02 TSNO
QEX,2020-10-20 18:30,128.3000,36.1000,48.20,44.60,87.28,360.00,2.00,0.00,30.15,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEX 201830Z AUTO 36002KT 9999 BKN230 09/07 A3015 RMK A02 TSNO
QFW,2020-10-20 18:30,127.8833,37.6667,42.80,44.60,M,110.00,2.00,0.00,30.24,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201830Z AUTO 11002KT 9999 BKN210 06/07 A3024 RMK A02 TSNO
QFV,2020-10-20 18:30,127.5000,38.0500,39.20,37.40,93.19,40.00,1.00,0.00,30.25,M,6.21,M,FEW,SCT,M,M,22000.00,24000.00,M,M,M,M,M,M,M,M,M,M,KQFV 201830Z AUTO 04001KT 9999 FEW220 SCT240 04/03 A3025 RMK A02 TSNO
RKSI,2020-10-20 18:30,126.4500,37.4667,55.40,48.20,76.66,90.00,4.00,0.00,30.15,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSI 201830Z 09004KT 7000 NSC 13/09 Q1021 NOSIG
QFB,2020-10-20 18:40,128.7167,35.6500,44.60,42.80,93.35,280.00,3.00,0.00,30.27,M,4.97,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,43.09,KQFB 201840Z AUTO 28003KT 8000 BKN210 07/06 A3027 RMK A02 TSNO
QEN,2020-10-20 18:40,128.7500,37.6667,41.00,44.60,M,250.00,5.00,0.00,M,M,2.49,M,FEW,BKN,M,M,100.00,22000.00,M,M,BR,M,M,M,M,M,M,M,KQEN 201840Z AUTO 25005KT 4000 BR FEW001 BKN220 05/07 / RMK A02 TSNO
QES,2020-10-20 18:40,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,BKN,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201840Z AUTO 4000 BR BKN210 18/10 / RMK A02 TSNO
QEJ,2020-10-20 18:40,127.9500,38.2000,41.00,39.20,93.24,290.00,1.00,0.00,30.22,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201840Z AUTO 29001KT 6000 BKN220 05/04 A3022 RMK A02 TSNO
QEI,2020-10-20 18:40,128.0667,37.9500,42.80,41.00,93.30,330.00,1.00,0.00,30.22,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEI 201840Z AUTO 33001KT 9999 BKN220 06/05 A3022 RMK A02 TSNO
QEQ,2020-10-20 18:40,127.5500,37.8500,44.60,44.60,100.00,0.00,0.00,0.00,30.22,M,2.49,M,BKN,BKN,M,M,21000.00,23000.00,M,M,BR,M,M,M,M,M,M,M,KQEQ 201840Z AUTO 00000KT 4000 BR BKN210 BKN230 07/07 A3022 RMK A02 TSNO
QEW,2020-10-20 18:40,128.1500,36.4000,44.60,41.00,87.09,300.00,1.00,0.00,30.23,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201840Z AUTO 30001KT 9999 BKN230 07/05 A3023 RMK A02 TSNO
QEP,2020-10-20 18:40,127.2667,37.4000,46.40,44.60,93.40,0.00,0.00,0.00,30.22,M,3.73,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,M,KQEP 201840Z AUTO 00000KT 6000 BKN200 08/07 A3022 RMK A02 TSNO
QFT,2020-10-20 18:40,127.3500,37.6000,46.40,44.60,93.40,40.00,3.00,0.00,30.20,M,M,M,BKN,M,M,M,21000.00,M,M,M,,M,M,M,M,M,M,45.15,KQFT 201840Z AUTO 04003KT / // BKN210 08/07 A3020 RMK A02 TSNO
QFU,2020-10-20 18:40,126.9667,37.8000,46.40,41.00,81.34,160.00,1.00,0.00,30.23,M,3.73,M,BKN,M,M,M,20000.00,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201840Z AUTO 16001KT 6000 HZ BKN200 08/05 A3023 RMK A02 TSNO
QEX,2020-10-20 18:40,128.3000,36.1000,48.20,44.60,87.28,280.00,3.00,0.00,30.16,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,47.21,KQEX 201840Z AUTO 28003KT 9999 BKN220 09/07 A3016 RMK A02 TSNO
QFW,2020-10-20 18:40,127.8833,37.6667,42.80,44.60,M,200.00,1.00,0.00,30.24,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201840Z AUTO 20001KT 9999 BKN210 06/07 A3024 RMK A02 TSNO
QFV,2020-10-20 18:40,127.5000,38.0500,39.20,37.40,93.19,120.00,1.00,0.00,30.25,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQFV 201840Z AUTO 12001KT 9999 BKN210 04/03 A3025 RMK A02 TSNO
QFB,2020-10-20 18:50,128.7167,35.6500,46.40,44.60,93.40,260.00,2.00,0.00,30.28,M,6.21,M,BKN,M,M,M,110000.00,M,M,M,M,M,M,M,M,M,M,M,KQFB 201850Z AUTO 26002KT 9999 BKN1100 08/07 A3028 RMK A02 TSNO
QEN,2020-10-20 18:50,128.7500,37.6667,41.00,44.60,M,240.00,4.00,0.00,M,M,1.49,M,SCT,BKN,M,M,100.00,22000.00,M,M,BR,M,M,M,M,M,M,M,KQEN 201850Z AUTO 24004KT 2400 BR SCT001 BKN220 05/07 / RMK A02 TSNO
QEI,2020-10-20 18:50,128.0667,37.9500,42.80,41.00,93.30,110.00,1.00,0.00,30.22,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEI 201850Z AUTO 11001KT 9999 BKN220 06/05 A3022 RMK A02 TSNO
QEW,2020-10-20 18:50,128.1500,36.4000,44.60,41.00,87.09,300.00,1.00,0.00,30.23,M,6.21,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201850Z AUTO 30001KT 9999 BKN230 07/05 A3023 RMK A02 TSNO
QEX,2020-10-20 18:50,128.3000,36.1000,50.00,44.60,81.61,290.00,2.00,0.00,30.16,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEX 201850Z AUTO 29002KT 9999 BKN220 10/07 A3016 RMK A02 TSNO
QFV,2020-10-20 18:50,127.5000,38.0500,39.20,37.40,93.19,110.00,1.00,0.00,30.25,M,5.59,M,BKN,M,M,M,21000.00,M,M,M,,M,M,M,M,M,M,M,KQFV 201850Z AUTO 11001KT 9000 // BKN210 04/03 A3025 RMK A02 TSNO
QES,2020-10-20 18:50,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,BKN,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201850Z AUTO 4000 BR BKN210 18/10 / RMK A02 TSNO
QEJ,2020-10-20 18:50,127.9500,38.2000,41.00,39.20,93.24,320.00,1.00,0.00,30.22,M,3.73,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201850Z AUTO 32001KT 6000 BKN220 05/04 A3022 RMK A02 TSNO
QEQ,2020-10-20 18:50,127.5500,37.8500,44.60,46.40,M,70.00,2.00,0.00,30.21,M,2.49,M,BKN,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,M,KQEQ 201850Z AUTO 07002KT 4000 BR BKN210 07/08 A3021 RMK A02 TSNO
QEP,2020-10-20 18:50,127.2667,37.4000,46.40,44.60,93.40,100.00,1.00,0.00,30.22,M,3.73,M,BKN,M,M,M,110000.00,M,M,M,M,M,M,M,M,M,M,M,KQEP 201850Z AUTO 10001KT 6000 BKN1100 08/07 A3022 RMK A02 TSNO
QFT,2020-10-20 18:50,127.3500,37.6000,48.20,44.60,87.28,20.00,2.00,0.00,30.20,M,M,M,BKN,M,M,M,20000.00,M,M,M,,M,M,M,M,M,M,M,KQFT 201850Z AUTO 02002KT / // BKN200 09/07 A3020 RMK A02 TSNO
QFU,2020-10-20 18:50,126.9667,37.8000,44.60,41.00,87.09,30.00,1.00,0.00,30.22,M,2.98,M,BKN,M,M,M,110000.00,M,M,M,M,M,M,M,M,M,M,M,KQFU 201850Z AUTO 03001KT 4800 BKN1100 07/05 A3022 RMK A02 TSNO
QFW,2020-10-20 18:50,127.8833,37.6667,44.60,44.60,100.00,90.00,1.00,0.00,30.24,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201850Z AUTO 09001KT 9999 BKN210 07/07 A3024 RMK A02 TSNO
RKSG,2020-10-20 18:56,127.0311,36.9622,52.20,43.20,71.30,100.00,4.00,0.00,30.16,1021.60,5.00,M,FEW,M,M,M,22000.00,M,M,M,HZ,M,M,M,M,M,M,M,RKSG 201856Z 10004KT 5SM HZ FEW220 11/06 A3016 RMK AO2A SLP216 T01120062 $
RKJK,2020-10-20 18:56,126.6220,35.8994,52.50,47.80,83.97,100.00,7.00,0.00,30.15,1021.40,7.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,M,RKJK 201856Z AUTO 10007KT 7SM SCT200 11/09 A3015 RMK AO2 SLP214 T01140088 $
RKSO,2020-10-20 18:58,127.0296,37.0906,48.00,47.80,99.25,80.00,5.00,0.00,30.16,1021.60,3.00,M,OVC,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,45.40,RKSO 201858Z 08005KT 3SM BR OVC210 09/09 A3016 RMK AO2A SLP216 T00890088 $
RKSY,2020-10-20 18:58,126.9753,37.5241,55.00,46.20,72.14,0.00,0.00,0.00,30.15,1021.30,6.21,M,BKN,OVC,M,M,20000.00,22000.00,M,M,M,M,M,M,M,M,M,M,RKSY 201858Z AUTO 00000KT 9999 BKN200 OVC220 13/08 A3015 RMK AO2 SLP213 T01280079 $
QFB,2020-10-20 19:00,128.7167,35.6500,44.60,42.80,93.35,280.00,4.00,0.00,30.28,M,6.21,M,BKN,M,M,M,110000.00,M,M,M,M,M,M,M,M,M,M,42.13,KQFB 201900Z AUTO 28004KT 9999 BKN1100 07/06 A3028 RMK A02 TSNO
QEN,2020-10-20 19:00,128.7500,37.6667,41.00,44.60,M,260.00,7.00,0.00,M,M,1.49,M,SCT,BKN,M,M,100.00,21000.00,M,M,BR,M,M,M,M,M,M,M,KQEN 201900Z AUTO 26007KT 2400 BR SCT001 BKN210 05/07 / RMK A02 TSNO
QES,2020-10-20 19:00,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,1.99,M,BKN,M,M,M,21000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201900Z AUTO 3200 BR BKN210 18/10 / RMK A02 TSNO
QEI,2020-10-20 19:00,128.0667,37.9500,42.80,41.00,93.30,130.00,1.00,0.00,30.22,M,6.21,M,FEW,BKN,M,M,600.00,22000.00,M,M,M,M,M,M,M,M,M,M,KQEI 201900Z AUTO 13001KT 9999 FEW006 BKN220 06/05 A3022 RMK A02 TSNO
QEW,2020-10-20 19:00,128.1500,36.4000,42.80,41.00,93.30,280.00,1.00,0.00,30.22,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201900Z AUTO 28001KT 9999 BKN220 06/05 A3022 RMK A02 TSNO
QEX,2020-10-20 19:00,128.3000,36.1000,50.00,44.60,81.61,360.00,1.00,0.00,30.15,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQEX 201900Z AUTO 36001KT 9999 BKN210 10/07 A3015 RMK A02 TSNO
QFV,2020-10-20 19:00,127.5000,38.0500,39.20,37.40,93.19,0.00,0.00,0.00,30.24,M,5.59,M,BKN,M,M,M,21000.00,M,M,M,,M,M,M,M,M,M,M,KQFV 201900Z AUTO 00000KT 9000 // BKN210 04/03 A3024 RMK A02 TSNO
RKJB,2020-10-20 19:00,126.3800,34.9800,53.60,50.00,87.56,90.00,4.00,0.00,30.15,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKJB 201900Z AUTO 09004KT 6000 NCD 12/10 Q1021
RKPC,2020-10-20 19:00,126.4930,33.5113,64.40,55.40,72.56,110.00,9.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,3000.00,20000.00,M,M,M,M,M,M,M,M,M,M,RKPC 201900Z 11009KT 9999 FEW030 BKN200 18/13 Q1020 NOSIG
RKNY,2020-10-20 19:00,128.6692,38.0613,51.80,44.60,76.34,230.00,3.00,0.00,30.15,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKNY 201900Z AUTO 23003KT 9999 NCD 11/07 Q1021
RKSS,2020-10-20 19:00,126.7906,37.5583,50.00,48.20,93.50,60.00,2.00,0.00,30.15,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSS 201900Z 06002KT 7000 NSC 10/09 Q1021 NOSIG
RKTN,2020-10-20 19:00,128.6589,35.8941,51.80,46.40,81.74,30.00,2.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTN 201900Z 03002KT CAVOK 11/08 Q1023
RKTU,2020-10-20 19:00,127.4991,36.7166,46.40,44.60,93.40,150.00,1.00,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTU 201900Z 15001KT 6000 NSC 08/07 Q1023
QEJ,2020-10-20 19:00,127.9500,38.2000,41.00,39.20,93.24,100.00,1.00,0.00,30.21,M,3.73,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201900Z AUTO 10001KT 6000 BKN230 05/04 A3021 RMK A02 TSNO
QEQ,2020-10-20 19:00,127.5500,37.8500,44.60,44.60,100.00,40.00,2.00,0.00,30.20,M,2.98,M,BKN,M,M,M,19000.00,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201900Z AUTO 04002KT 4800 BKN190 07/07 A3020 RMK A02 TSNO
QEP,2020-10-20 19:00,127.2667,37.4000,46.40,44.60,93.40,0.00,0.00,0.00,30.22,M,3.73,M,BKN,BKN,M,M,110000.00,23000.00,M,M,M,M,M,M,M,M,M,M,KQEP 201900Z AUTO 00000KT 6000 BKN1100 BKN230 08/07 A3022 RMK A02 TSNO
RKPK,2020-10-20 19:00,128.9382,35.1795,55.40,48.20,76.66,350.00,1.00,0.00,30.18,M,6.21,M,FEW,BKN,M,M,4000.00,23000.00,M,M,M,M,M,M,M,M,M,M,RKPK 201900Z 35001KT 9999 FEW040 BKN230 13/09 Q1022
QFT,2020-10-20 19:00,127.3500,37.6000,48.20,44.60,87.28,40.00,1.00,0.00,30.20,M,M,M,BKN,M,M,M,110000.00,M,M,M,,M,M,M,M,M,M,M,KQFT 201900Z AUTO 04001KT / // BKN1100 09/07 A3020 RMK A02 TSNO
QFU,2020-10-20 19:00,126.9667,37.8000,46.40,41.00,81.34,0.00,0.00,0.00,30.22,M,2.98,M,BKN,BKN,M,M,19000.00,23000.00,M,M,HZ,M,M,M,M,M,M,M,KQFU 201900Z AUTO 00000KT 4800 HZ BKN190 BKN230 08/05 A3022 RMK A02 TSNO
QFW,2020-10-20 19:00,127.8833,37.6667,44.60,44.60,100.00,0.00,0.00,0.00,30.24,M,6.21,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,M,KQFW 201900Z AUTO 00000KT 9999 BKN210 07/07 A3024 RMK A02 TSNO
RKSI,2020-10-20 19:00,126.4500,37.4667,55.40,50.00,81.99,100.00,3.00,0.00,30.15,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSI 201900Z 10003KT 6000 NSC 13/10 Q1021 NOSIG
RKSM,2020-10-20 19:00,127.1139,37.4458,51.80,46.40,81.74,160.00,3.00,0.00,30.19,M,5.59,M,BKN,M,M,M,20000.00,M,M,M,BR,M,M,M,M,M,M,M,RKSM 201900Z 16003KT 9000 BR BKN200 11/08 A3019
QFB,2020-10-20 19:10,128.7167,35.6500,46.40,42.80,87.19,290.00,2.00,0.00,30.27,M,6.21,M,BKN,M,M,M,110000.00,M,M,M,M,M,M,M,M,M,M,M,KQFB 201910Z AUTO 29002KT 9999 BKN1100 08/06 A3027 RMK A02 TSNO
QEN,2020-10-20 19:10,128.7500,37.6667,41.00,44.60,M,270.00,7.00,0.00,M,M,1.99,M,SCT,BKN,M,M,100.00,110000.00,M,M,BR,M,M,M,M,M,M,M,KQEN 201910Z AUTO 27007KT 3200 BR SCT001 BKN1100 05/07 / RMK A02 TSNO
QES,2020-10-20 19:10,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,1.99,M,BKN,M,M,M,20000.00,M,M,M,BR,M,M,M,M,M,M,M,KQES 201910Z AUTO 3200 BR BKN200 18/10 / RMK A02 TSNO
QEJ,2020-10-20 19:10,127.9500,38.2000,41.00,39.20,93.24,0.00,0.00,0.00,30.22,M,2.98,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201910Z AUTO 00000KT 4800 BKN220 05/04 A3022 RMK A02 TSNO
QEI,2020-10-20 19:10,128.0667,37.9500,42.80,41.00,93.30,250.00,1.00,0.00,30.23,M,6.21,M,FEW,BKN,M,M,600.00,21000.00,M,M,M,M,M,M,M,M,M,M,KQEI 201910Z AUTO 25001KT 9999 FEW006 BKN210 06/05 A3023 RMK A02 TSNO
QEW,2020-10-20 19:10,128.1500,36.4000,44.60,41.00,87.09,270.00,2.00,0.00,30.23,M,6.21,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,KQEW 201910Z AUTO 27002KT 9999 BKN220 07/05 A3023 RMK A02 TSNO
QEP,2020-10-20 19:10,127.2667,37.4000,46.40,44.60,93.40,160.00,1.00,0.00,30.21,M,3.73,M,FEW,BKN,M,M,110000.00,22000.00,M,M,M,M,M,M,M,M,M,M,KQEP 201910Z AUTO 16001KT 6000 FEW1100 BKN220 08/07 A3021 RMK A02 TSNO
QFT,2020-10-20 19:10,127.3500,37.6000,46.40,44.60,93.40,50.00,2.00,0.00,30.19,M,M,M,BKN,M,M,M,110000.00,M,M,M,,M,M,M,M,M,M,M,KQFT 201910Z AUTO 05002KT / // BKN1100 08/07 A3019 RMK A02 TSNO
QFU,2020-10-20 19:10,126.9667,37.8000,46.40,42.80,87.19,320.00,3.00,0.00,30.21,M,2.98,M,SCT,BKN,M,M,19000.00,21000.00,M,M,M,M,M,M,M,M,M,45.15,KQFU 201910Z AUTO 32003KT 4800 SCT190 BKN210 08/06 A3021 RMK A02 TSNO
