station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
RODN,2020-10-20 20:56,127.7676,26.3556,79.00,70.00,73.97,80.00,13.00,0.00,29.93,1014.10,10.00,M,FEW,FEW,M,M,2500.00,3100.00,M,M,M,M,M,M,M,M,M,M,RODN 202056Z AUTO 08013KT 10SM FEW025 FEW031 26/21 A2993 RMK AO2 SLP141 60000 T02610211 57002 $
ROTM,2020-10-20 20:56,127.7565,26.2743,79.00,70.00,73.97,80.00,15.00,0.00,29.95,1012.60,6.21,24.00,FEW,BKN,M,M,2500.00,12000.00,M,M,M,M,M,M,M,M,M,M,ROTM 202056Z 08015G24KT 9999 FEW025 BKN120 26/21 A2995 RMK SLP126 T02610211 50000
RJFR,2020-10-20 21:00,131.0350,33.8456,60.80,53.60,77.14,190.00,3.00,0.00,30.15,M,6.21,M,FEW,BKN,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFR 202100Z 19003KT 9999 FEW030 BKN/// 16/12 Q1021
RJAA,2020-10-20 21:00,140.3856,35.7653,51.80,50.00,93.55,350.00,7.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 202100Z 35007KT 9999 FEW030 11/10 Q1025 NOSIG
RJAH,2020-10-20 21:00,140.4147,36.1817,46.40,44.60,93.40,10.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,43.50,RJAH 202100Z 01005KT 9999 FEW030 08/07 Q1025
RJCC,2020-10-20 21:00,141.6926,42.7742,33.80,33.80,100.00,340.00,3.00,0.00,30.36,M,6.21,M,NSC,M,M,M,M,M,M,M,PRFG,M,M,M,M,M,M,30.75,RJCC 202100Z 34003KT 9999 PRFG NSC 01/01 Q1028
RJCO,2020-10-20 21:00,141.3814,43.1175,33.80,33.80,100.00,110.00,5.00,0.00,30.39,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,28.53,RJCO 202100Z 11005KT 9999 FEW005 01/01 Q1029
RJFF,2020-10-20 21:00,130.4517,33.5844,57.20,48.20,71.83,M,2.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJFF 202100Z VRB02KT 9999 FEW035 BKN/// 14/09 Q1020 NOSIG
RJFK,2020-10-20 21:00,130.7194,31.8033,62.60,55.40,77.29,80.00,9.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJFK 202100Z 08009KT 9999 FEW020 BKN/// 17/13 Q1020
RJBB,2020-10-20 21:00,135.2328,34.4342,55.40,50.00,81.99,80.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 202100Z 08008KT 9999 FEW030 13/10 Q1023 NOSIG
RJNK,2020-10-20 21:00,136.4075,36.3939,46.40,44.60,93.40,180.00,3.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,45.15,RJNK 202100Z 18003KT 9999 FEW030 08/07 Q1024
RJOH,2020-10-20 21:00,133.2392,35.4933,50.00,48.20,93.50,210.00,3.00,0.00,30.21,M,6.21,M,FEW,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,M,RJOH 202100Z 21003KT 190V290 9999 FEW003 10/09 Q1023
RJGG,2020-10-20 21:00,136.8054,34.8584,53.60,48.20,81.87,30.00,5.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 202100Z 03005KT 9999 FEW030 12/09 Q1024 NOSIG
RJKI,2020-10-20 21:00,129.9281,28.3213,75.20,69.80,83.32,90.00,9.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,2600.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJKI 202100Z AUTO 09009KT 9999 FEW026 BKN060 24/21 Q1016
ROIG,2020-10-20 21:00,124.1633,24.3367,77.00,77.00,100.00,60.00,19.00,0.00,29.83,M,6.21,M,SCT,BKN,M,M,800.00,1600.00,M,M,VCSH,M,M,M,M,M,M,M,ROIG 202100Z 06019KT 9999 VCSH SCT008 BKN016 25/25 Q1010
ROMD,2020-10-20 21:00,131.2286,25.8289,78.80,71.60,78.62,60.00,14.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,2000.00,3400.00,4500.00,M,M,M,M,M,M,M,M,M,ROMD 202100Z AUTO 06014KT 9999 FEW020 SCT034 BKN045 26/22 Q1014
RORY,2020-10-20 21:00,128.4020,27.0440,77.00,71.60,83.44,90.00,11.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,M,RORY 202100Z AUTO 09011KT 9999 BKN023 25/22 Q1014
RJOO,2020-10-20 21:00,135.4392,34.7844,53.60,51.80,93.60,50.00,3.00,0.00,30.24,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJOO 202100Z 05003KT 9999 FEW025 12/11 Q1024
RJSM,2020-10-20 21:00,141.3684,40.7032,42.80,39.20,86.99,250.00,3.00,0.00,30.36,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,41.03,RJSM 202100Z 25003KT 9999 FEW005 06/04 Q1028
RJSS,2020-10-20 21:00,140.9169,38.1397,44.60,41.00,87.09,300.00,3.00,0.00,30.33,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,43.09,RJSS 202100Z 30003KT 9999 FEW030 07/05 Q1027
RJTT,2020-10-20 21:00,139.7811,35.5533,59.00,51.80,76.98,360.00,14.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 202100Z 36014KT 9999 FEW030 15/11 Q1026 NOSIG
RJOS,2020-10-20 21:00,134.6092,34.1322,53.60,50.00,87.56,290.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOS 202100Z 29010KT 9999 FEW030 12/10 Q1023
RORK,2020-10-20 21:00,131.3333,25.9167,78.80,73.40,83.55,70.00,19.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,2100.00,4800.00,M,M,M,M,M,M,M,M,M,M,RORK 202100Z AUTO 07019KT 9999 FEW021 SCT048 26/23 Q1014
ROYN,2020-10-20 21:00,122.9780,24.4670,80.60,75.20,83.66,60.00,19.00,0.00,29.83,M,6.21,M,SCT,BKN,M,M,1800.00,2400.00,M,M,M,M,M,M,M,M,M,86.17,ROYN 202100Z AUTO 06019KT 9999 SCT018 BKN024 27/24 Q1010
RJAW,2020-10-20 21:00,141.3227,24.7840,80.60,75.20,83.66,160.00,13.00,0.00,29.77,M,6.21,24.00,FEW,BKN,BKN,M,1000.00,1500.00,15000.00,M,-SHRA,M,M,M,M,M,M,86.17,RJAW 202100Z 16013G24KT 9999 -SHRA FEW010 BKN015 BKN150 27/24 Q1008 RMK 2CU010 6CU015 7AC150 A2978
ROAH,2020-10-20 21:00,127.6458,26.1958,80.60,69.80,69.71,80.00,14.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,ROAH 202100Z 08014KT 9999 FEW020 BKN/// 27/21 Q1013 RMK 1CU020 A2992
ROAH,2020-10-20 21:06,127.6458,26.1958,80.60,69.80,69.71,80.00,15.00,0.00,29.91,M,6.21,26.00,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,ROAH 202106Z 08015G26KT 9999 FEW020 BKN/// 27/21 Q1013 RMK 1CU020 A2992
RJCH,2020-10-20 21:10,140.8219,41.7700,44.60,41.00,87.09,20.00,4.00,0.00,30.33,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,42.13,RJCH 202110Z 02004KT 350V050 9999 FEW030 07/05 Q1027 RMK 1CU030 A3034
RJFM,2020-10-20 21:10,131.4486,31.8772,59.00,53.60,82.25,280.00,5.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,3000.00,4500.00,M,M,M,M,M,M,M,M,M,M,RJFM 202110Z 28005KT 9999 FEW030 SCT045 15/12 Q1020 RMK 1CU030 3SC045 A3015
RJNT,2020-10-20 21:10,137.1875,36.6483,55.40,44.60,66.91,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,RJNT 202110Z VRB02KT 9999 FEW010 13/07 Q1024 RMK 1CU010 A3024
RJOA,2020-10-20 21:10,132.9194,34.4361,55.40,50.00,81.99,60.00,6.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,RJOA 202110Z 06006KT 9999 FEW015 SCT/// 13/10 Q1023 RMK 1CU015 A3023
RJOC,2020-10-20 21:10,132.8900,35.4136,51.80,48.20,87.47,170.00,8.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,500.00,M,M,M,M,M,M,M,M,M,M,M,RJOC 202110Z 17008KT 9999 FEW005 BKN/// 11/09 Q1023 RMK 1ST005 A3021
RJOK,2020-10-20 21:10,133.6694,33.5461,55.40,48.20,76.66,350.00,10.00,0.00,30.18,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOK 202110Z 35010KT 9999 FEW020 BKN/// 13/09 Q1022 RMK 1ST020 A3020
RJFU,2020-10-20 21:10,129.9136,32.9169,59.00,50.00,72.01,170.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFU 202110Z 17004KT CAVOK 15/10 Q1020 RMK A3013
RJOM,2020-10-20 21:10,132.6997,33.8272,59.00,50.00,72.01,110.00,5.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOM 202110Z 11005KT 060V140 9999 FEW020 SCT/// 15/10 Q1022 RMK 1CU020 A3020
RJFS,2020-10-20 21:10,130.3000,33.1500,50.00,48.20,93.50,340.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFS 202110Z 34004KT CAVOK 10/09 Q1020 RMK A3015
RJFT,2020-10-20 21:10,130.8553,32.8372,53.60,50.00,87.56,60.00,3.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJFT 202110Z 06003KT 030V110 9999 FEW035 BKN/// 12/10 Q1020 RMK 1CU035 A3015
RJOR,2020-10-20 21:10,134.1650,35.5300,51.80,48.20,87.47,130.00,7.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJOR 202110Z 13007KT 9999 FEW050 SCT/// 11/09 Q1023 RMK 1SC050 A3022
RJSN,2020-10-20 21:10,139.1117,37.9558,46.40,42.80,87.19,M,2.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJSN 202110Z VRB02KT 9999 FEW030 08/06 Q1026 RMK 1CU030 A3031
RJOB,2020-10-20 21:15,133.8553,34.7569,51.80,48.20,87.47,M,1.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,0.00,M,M,M,PRFG,M,M,M,M,M,M,M,RJOB 202115Z VRB01KT 9999 PRFG FEW000 SCT/// 11/09 Q1023 RMK 1ST000 A3023 FG NE-E
RJOT,2020-10-20 21:20,134.0167,34.2167,50.00,48.20,93.50,140.00,8.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOT 202120Z 14008KT 9999 FEW020 SCT/// 10/09 Q1023 RMK 1CU020 A3023
RJAA,2020-10-20 21:30,140.3856,35.7653,53.60,50.00,87.56,340.00,8.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 202130Z 34008KT 9999 FEW030 12/10 Q1026 NOSIG RMK 1CU030 A3030
RJCC,2020-10-20 21:30,141.6926,42.7742,33.80,33.80,100.00,360.00,3.00,0.00,30.36,M,6.21,M,FEW,M,M,M,100.00,M,M,M,PRFG,M,M,M,M,M,M,30.75,RJCC 202130Z 36003KT 9999 PRFG FEW001 01/01 Q1028 RMK 1ST001 A3036 FG NE-SE
RJFF,2020-10-20 21:30,130.4517,33.5844,57.20,48.20,71.83,150.00,6.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJFF 202130Z 15006KT 9999 FEW035 BKN/// 14/09 Q1020 NOSIG RMK 1CU035 A3014
RJBB,2020-10-20 21:30,135.2328,34.4342,57.20,50.00,76.82,70.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 202130Z 07008KT 9999 FEW030 14/10 Q1023 NOSIG
RJOC,2020-10-20 21:30,132.8900,35.4136,51.80,48.20,87.47,160.00,11.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,300.00,M,M,M,M,M,M,M,M,M,M,M,RJOC 202130Z 16011KT 9999 FEW003 BKN/// 11/09 Q1023
RJKA,2020-10-20 21:30,129.7125,28.4308,77.00,71.60,83.44,90.00,15.00,0.00,30.00,M,6.21,M,FEW,SCT,BKN,M,1500.00,2500.00,M,M,M,M,M,M,M,M,M,M,RJKA 202130Z 09015KT 9999 FEW015 SCT025 BKN/// 25/22 Q1016
RJGG,2020-10-20 21:30,136.8054,34.8584,55.40,48.20,76.66,30.00,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 202130Z 03002KT 9999 FEW030 13/09 Q1024 NOSIG
ROMY,2020-10-20 21:30,125.2767,24.7933,80.60,75.20,83.66,60.00,15.00,0.00,29.85,M,6.21,M,SCT,BKN,M,M,1800.00,2900.00,M,M,VCSH,M,M,M,M,M,M,86.17,ROMY 202130Z 06015KT 9999 VCSH SCT018 BKN029 27/24 Q1011
RJDC,2020-10-20 21:30,131.2786,33.9300,60.80,55.40,82.37,70.00,9.00,0.00,30.15,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJDC 202130Z 07009KT 9999 FEW020 BKN/// 16/13 Q1021
RJOR,2020-10-20 21:30,134.1650,35.5300,51.80,48.20,87.47,130.00,8.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJOR 202130Z 13008KT 9999 FEW050 SCT/// 11/09 Q1023
RJTT,2020-10-20 21:30,139.7811,35.5533,59.00,50.00,72.01,340.00,13.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 202130Z 34013KT 9999 FEW030 15/10 Q1026 NOSIG RMK 1CU030 A3031
ROAH,2020-10-20 21:30,127.6458,26.1958,80.60,69.80,69.71,80.00,16.00,0.00,29.91,M,6.21,M,FEW,OVC,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,ROAH 202130Z 08016KT 9999 FEW020 OVC/// 27/21 Q1013 RMK 1CU020 A2992
ROIG,2020-10-20 21:39,124.1633,24.3367,77.00,77.00,100.00,70.00,19.00,0.00,29.83,M,2.49,M,SCT,BKN,M,M,500.00,1000.00,M,M,+SHRA,M,M,M,M,M,M,M,ROIG 202139Z 07019KT 4000 R04/1400VP2000D +SHRA SCT005 BKN010 25/25 Q1010 RMK 4ST005 7CU010 A2984
RJEC,2020-10-20 21:40,142.4475,43.6708,30.20,21.20,68.83,160.00,6.00,0.00,30.36,M,6.21,M,FEW,M,M,M,100.00,M,M,M,VCFG,M,M,M,M,M,M,23.36,RJEC 202140Z 16006KT 9999 VCFG FEW001 M01/M06 Q1028 RMK 1ST001 A3036 FG NW
RJSK,2020-10-20 21:40,140.2167,39.6167,41.00,41.00,100.00,120.00,4.00,0.00,30.33,M,6.21,M,FEW,M,M,M,0.00,M,M,M,PRFG,M,M,M,M,M,M,37.93,RJSK 202140Z 12004KT 9999 PRFG FEW000 05/05 Q1027 RMK 1ST000 A3034 3000SE
RJSA,2020-10-20 21:40,140.6886,40.7333,33.80,32.00,93.03,210.00,2.00,0.00,30.33,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJSA 202140Z 21002KT 9999 FEW030 01/00 Q1027 RMK 1CU030 A3034
RJSF,2020-10-20 21:40,140.4281,37.2275,39.20,39.20,100.00,M,1.00,0.00,30.33,M,0.06,M,FEW,SCT,BKN,M,100.00,200.00,600.00,M,FG,M,M,M,M,M,M,M,RJSF 202140Z VRB01KT 0100 R01/0150N FG FEW001 SCT002 BKN006 04/04 Q1027 RMK 1ST001 3ST002 5ST006 A3035 5000NE-E
RJCK,2020-10-20 21:45,144.1931,43.0408,42.80,39.20,86.99,330.00,6.00,0.00,30.36,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,38.54,RJCK 202145Z 33006KT 9999 FEW020 06/04 Q1028 RMK 1CU020 A3037
RJOI,2020-10-20 21:55,132.2357,34.1439,55.90,48.00,74.72,300.00,7.00,0.00,30.22,1023.40,6.21,M,FEW,BKN,BKN,M,1500.00,5000.00,23000.00,M,M,M,M,M,M,M,M,M,RJOI 202155Z 30007KT 9999 FEW015 BKN050 BKN230 13/09 A3022 RMK SLP234 T01330089
RJTY,2020-10-20 21:56,139.3485,35.7485,55.20,50.70,84.77,20.00,4.00,0.00,30.37,1028.80,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,RJTY 202156Z AUTO 02004KT 10SM OVC060 13/10 A3037 RMK AO2 SLP288 T01290104 FZRANO $
RODN,2020-10-20 21:56,127.7676,26.3556,79.00,69.10,71.72,80.00,11.00,0.00,29.93,1014.10,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RODN 202156Z AUTO 08011G21KT 10SM CLR 26/21 A2993 RMK AO2 SLP141 T02610206 $
ROTM,2020-10-20 21:56,127.7565,26.2743,79.00,71.10,76.79,70.00,17.00,0.00,29.95,1012.60,6.21,24.00,FEW,BKN,M,M,2500.00,12000.00,M,M,M,M,M,M,M,M,M,M,ROTM 202156Z 07017G24KT 9999 FEW025 BKN120 26/22 A2995 RMK SLP126 T02610217
RJFR,2020-10-20 22:00,131.0350,33.8456,62.60,57.20,82.50,180.00,6.00,0.00,30.15,M,6.21,M,FEW,SCT,BKN,M,3000.00,18000.00,M,M,M,M,M,M,M,M,M,M,RJFR 202200Z 18006KT 9999 FEW030 SCT180 BKN/// 17/14 Q1021
RJAA,2020-10-20 22:00,140.3856,35.7653,53.60,51.80,93.60,330.00,7.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 202200Z 33007KT 9999 FEW030 12/11 Q1026 NOSIG
RJAH,2020-10-20 22:00,140.4147,36.1817,50.00,48.20,93.50,350.00,4.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAH 202200Z 35004KT 9999 FEW030 10/09 Q1026
RJCC,2020-10-20 22:00,141.6926,42.7742,35.60,33.80,93.08,320.00,3.00,0.00,30.36,M,6.21,M,FEW,M,M,M,100.00,M,M,M,PRFG,M,M,M,M,M,M,32.80,RJCC 202200Z 32003KT 9999 PRFG FEW001 02/01 Q1028
RJCH,2020-10-20 22:00,140.8219,41.7700,48.20,42.80,81.47,10.00,5.00,0.00,30.33,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,45.63,RJCH 202200Z 01005KT 9999 FEW040 09/06 Q1027
RJCK,2020-10-20 22:00,144.1931,43.0408,44.60,39.20,81.20,340.00,5.00,0.00,30.36,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,41.36,RJCK 202200Z 34005KT 9999 FEW020 07/04 Q1028
RJCO,2020-10-20 22:00,141.3814,43.1175,35.60,35.60,100.00,100.00,5.00,0.00,30.39,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,30.67,RJCO 202200Z 10005KT 9999 FEW005 02/02 Q1029
RJEC,2020-10-20 22:00,142.4475,43.6708,33.80,24.80,69.25,170.00,3.00,0.00,30.36,M,6.21,M,FEW,M,M,M,100.00,M,M,M,PRFG,M,M,M,M,M,M,30.75,RJEC 202200Z 17003KT 9999 PRFG FEW001 01/M04 Q1028
RJFF,2020-10-20 22:00,130.4517,33.5844,59.00,50.00,72.01,150.00,2.00,0.00,30.12,M,6.21,M,FEW,SCT,BKN,M,3500.00,18000.00,M,M,M,M,M,M,M,M,M,M,RJFF 202200Z 15002KT 9999 FEW035 SCT180 BKN/// 15/10 Q1020 NOSIG
RJFK,2020-10-20 22:00,130.7194,31.8033,64.40,55.40,72.56,90.00,9.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJFK 202200Z 09009KT 040V120 9999 FEW020 BKN/// 18/13 Q1020
RJFM,2020-10-20 22:00,131.4486,31.8772,59.00,55.40,87.83,290.00,5.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,3000.00,4500.00,M,M,M,M,M,M,M,M,M,M,RJFM 202200Z 29005KT 9999 FEW030 BKN045 15/13 Q1020
RJFO,2020-10-20 22:00,131.7372,33.4794,57.20,51.80,82.12,M,2.00,0.00,30.18,M,6.21,M,FEW,SCT,BKN,M,3500.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJFO 202200Z VRB02KT 9999 FEW035 SCT050 BKN/// 14/11 Q1022
RJAW,2020-10-20 22:00,141.3227,24.7840,80.60,77.00,88.83,160.00,17.00,0.00,29.80,M,6.21,27.00,FEW,BKN,FEW,BKN,1000.00,1500.00,1500.00,10000.00,-SHRA,M,M,M,M,M,M,87.59,RJAW 202200Z 16017G27KT 9999 -SHRA FEW010 BKN015 FEW015TCU BKN100 27/25 Q1009 RMK 2CU010 5CU015 2TCU015 7AC100 A2980 TCU 10KM SW-W MOV NE
RJBB,2020-10-20 22:00,135.2328,34.4342,59.00,51.80,76.98,70.00,7.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 202200Z 07007KT 9999 FEW030 15/11 Q1023 NOSIG
RJBE,2020-10-20 22:00,135.2239,34.6328,62.60,51.80,67.75,50.00,13.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBE 202200Z 05013KT 9999 FEW030 17/11 Q1023
RJNK,2020-10-20 22:00,136.4075,36.3939,50.00,46.40,87.37,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJNK 202200Z VRB02KT 9999 FEW030 10/08 Q1024
RJNT,2020-10-20 22:00,137.1875,36.6483,51.80,46.40,81.74,210.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,RJNT 202200Z 21004KT 170V230 9999 FEW010 11/08 Q1024
RJOA,2020-10-20 22:00,132.9194,34.4361,55.40,50.00,81.99,60.00,5.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,RJOA 202200Z 06005KT 9999 FEW015 SCT/// 13/10 Q1023
RJOB,2020-10-20 22:00,133.8553,34.7569,51.80,48.20,87.47,70.00,2.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOB 202200Z 07002KT 9999 FEW020 SCT/// 11/09 Q1023
RJOC,2020-10-20 22:00,132.8900,35.4136,51.80,48.20,87.47,160.00,8.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,RJOC 202200Z 16008KT 9999 FEW007 BKN/// 11/09 Q1023
RJOH,2020-10-20 22:00,133.2392,35.4933,51.80,50.00,93.55,180.00,4.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,300.00,25000.00,M,M,M,M,M,M,M,M,M,M,RJOH 202200Z 18004KT 140V200 9999 FEW003 BKN250 11/10 Q1023
RJKA,2020-10-20 22:00,129.7125,28.4308,77.00,69.80,78.48,90.00,14.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,RJKA 202200Z 09014KT 9999 FEW015 BKN/// 25/21 Q1016
RJOK,2020-10-20 22:00,133.6694,33.5461,55.40,50.00,81.99,330.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOK 202200Z 33010KT 9999 FEW020 13/10 Q1022
RJFU,2020-10-20 22:00,129.9136,32.9169,59.00,50.00,72.01,150.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFU 202200Z 15005KT CAVOK 15/10 Q1020
RJGG,2020-10-20 22:00,136.8054,34.8584,57.20,50.00,76.82,10.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 202200Z 01004KT 9999 FEW030 14/10 Q1024 NOSIG
RJKI,2020-10-20 22:00,129.9281,28.3213,77.00,69.80,78.48,90.00,9.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,M,RJKI 202200Z AUTO 09009KT 9999 FEW024 25/21 Q1016
ROIG,2020-10-20 22:00,124.1633,24.3367,77.00,77.00,100.00,70.00,17.00,0.00,29.83,M,6.21,M,FEW,BKN,M,M,400.00,2000.00,M,M,-SHRA,M,M,M,M,M,M,M,ROIG 202200Z 07017KT 9999 -SHRA FEW004 BKN020 25/25 Q1010
ROMD,2020-10-20 22:00,131.2286,25.8289,78.80,73.40,83.55,50.00,13.00,0.00,29.94,M,6.21,M,SCT,SCT,BKN,M,1900.00,2900.00,3400.00,M,M,M,M,M,M,M,M,M,ROMD 202200Z AUTO 05013KT 9999 SCT019 SCT029 BKN034 26/23 Q1014
ROMY,2020-10-20 22:00,125.2767,24.7933,80.60,75.20,83.66,70.00,14.00,0.00,29.85,M,6.21,M,FEW,SCT,BKN,M,1200.00,2000.00,4000.00,M,-SHRA,M,M,M,M,M,M,86.17,ROMY 202200Z 07014KT 9999 -SHRA FEW012 SCT020 BKN040 27/24 Q1011
RORY,2020-10-20 22:00,128.4020,27.0440,78.80,69.80,73.95,90.00,12.00,0.00,29.94,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RORY 202200Z AUTO 09012KT 9999 SCT025 26/21 Q1014
RJDC,2020-10-20 22:00,131.2786,33.9300,66.20,59.00,77.60,100.00,16.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJDC 202200Z 10016KT 9999 FEW020 BKN/// 19/15 Q1020
